ID x y
0 74.3176747392521 -0.7636576855861978
1 74.41495921607286 -0.7617113334746781
2 74.51224369289362 -0.7597649808960343
3 74.6095281697144 -0.7578186278507308
4 74.70681264653516 -0.755872274338163
5 74.80409712335592 -0.753925920358796
6 74.90138160017668 -0.7519795659124906
7 74.99866607699745 -0.7500332109983381
8 75.09595055381821 -0.7480868556160596
9 75.19323503063897 -0.7461404997664696
10 75.29051950745973 -0.7441941434490085
11 75.38780398428051 -0.7422477866627695
12 75.48508846110127 -0.7403014294081007
13 75.58237293792203 -0.7383550716855858
14 75.67965741474279 -0.736408713493522
15 75.77694189156357 -0.7344623548327274
16 75.87422636838433 -0.7325159957029204
17 75.97151084520509 -0.730569636104101
18 76.06879532202585 -0.7286232760355018
19 76.16607979884662 -0.7266769154968191
20 76.26336427566739 -0.7247305544884961
21 76.36064875248815 -0.722784193010602
22 76.4579332293089 -0.7208378310623216
23 76.55521770612968 -0.7188914686426537
24 76.65250218295044 -0.7169451057530427
25 76.7497866597712 -0.7149987423924626
26 76.84707113659196 -0.7130523785616827
27 76.94435561341274 -0.7111060142585135
28 77.0416400902335 -0.7091596494843762
29 77.13892456705426 -0.7072132842392467
30 77.23620904387502 -0.7049984250930637
31 77.33349352069578 -0.7026879822427192
32 77.43077799751656 -0.7003775389203346
33 77.52806247433732 -0.6980670951257011
34 77.62534695115808 -0.6957566508584678
35 77.72263142797884 -0.6934462061187752
36 77.81991590479961 -0.691135760905202
37 77.91720038162038 -0.6888253152190069
38 78.01448485844114 -0.6865148690589082
39 78.1117693352619 -0.6842044224254415
40 78.20905381208267 -0.68189397531905
41 78.30633828890343 -0.6795835277374733
42 78.4036227657242 -0.6772730796812008
43 78.50090724254495 -0.6749626311509784
44 78.59819171936573 -0.6726521821462006
45 78.69547619618649 -0.6703417326655847
46 78.79276067300725 -0.6680312827102277
47 78.89004514982801 -0.665720832279499
48 78.98732962664879 -0.6634103813731427
49 79.08461410346955 -0.6610999299910665
50 79.18189858029031 -0.658789478132733
51 79.27918305711107 -0.6564790257976316
52 79.37646753393184 -0.6541685729861806
53 79.4737520107526 -0.651858119698776
54 79.57103648757337 -0.6495476659336941
55 79.66832096439413 -0.6472372116915404
56 79.76560544121489 -0.6449267569720121
57 79.86288991803566 -0.6426163017750159
58 79.96017439485642 -0.6403058461000404
59 80.05745887167718 -0.6379953899467115
60 80.15474334849796 -0.635684933315682
61 80.25202782531872 -0.6333744762062299
62 80.34931230213948 -0.6310640186174936
63 80.44659677896024 -0.6287535605503338
64 80.543881255781 -0.6264431020041465
65 80.64116573260178 -0.624132642978255
66 80.73845020942254 -0.6219149682536385
67 80.8357346862433 -0.6201524853544491
68 80.93301916306406 -0.6183900019748574
69 81.03030363988483 -0.616627518115445
70 81.1275881167056 -0.6148650337761667
71 81.22487259352636 -0.613102548955716
72 81.32215707034712 -0.6113400636551418
73 81.41944154716789 -0.6095775778739325
74 81.51672602398865 -0.6078150916112488
75 81.61401050080941 -0.6060526048678598
76 81.71129497763017 -0.6042901176427167
77 81.80857945445095 -0.6025276299371702
78 81.90586393127171 -0.6007651417484494
79 82.00314840809247 -0.5990026530793031
80 82.10043288491323 -0.5972401639268883
81 82.19771736173401 -0.5954776742933952
82 82.29500183855477 -0.5937151841763315
83 82.39228631537553 -0.5919526935785848
84 82.48957079219629 -0.5901902024975714
85 82.58685526901706 -0.5884277109328462
86 82.68413974583783 -0.5866652188859254
87 82.78142422265859 -0.5849027263552466
88 82.87870869947935 -0.5831402333424185
89 82.97599317630011 -0.5813777398449709
90 83.07327765312088 -0.5796152458643489
91 83.17056212994164 -0.5778527514010419
92 83.2678466067624 -0.5760902564520203
93 83.36513108358317 -0.5743277610196369
94 83.46241556040394 -0.5725652651029849
95 83.5597000372247 -0.5708027687012711
96 83.65698451404546 -0.5690402718155898
97 83.75426899086622 -0.5672777744455928
98 83.851553467687 -0.5655152765892764
99 83.94883794450776 -0.5637527782480376
100 84.04612242132852 -0.5619902794223668
101 84.14340689814928 -0.5602277801106785
102 84.24069137497005 -0.5584652803136496
103 84.33797585179082 -0.5567027800303475
104 84.43526032861158 -0.5549402792626354
105 84.53254480543234 -0.5531777780062281
106 84.62982928225311 -0.5514152762658311
107 84.72711375907387 -0.549652774037833
108 84.82439823589463 -0.5478902713232827
109 84.9216827127154 -0.546127768122016
110 85.01896718953617 -0.5443652644336856
111 85.11625166635693 -0.5426027602587551
112 85.21353614317769 -0.5408402555952687
113 85.31082061999845 -0.5390777504454869
114 85.40810509681921 -0.537315244807405
115 85.50538957363999 -0.5355527386820249
116 85.60267405046075 -0.5337902320682986
117 85.69995852728151 -0.5320277249669951
118 85.79724300410228 -0.53026521737688
119 85.89452748092305 -0.5285027092978822
120 85.9918119577438 -0.5267402007314468
121 86.08909643456457 -0.5249776916755708
122 86.18638091138533 -0.5232151821311621
123 86.2836653882061 -0.5214526720971255
124 86.38094986502686 -0.5196901615732994
125 86.47823434184762 -0.5179276505605204
126 86.57551881866839 -0.5161651390586268
127 86.67280329548916 -0.5144026270658948
128 86.77008777230992 -0.5126401145840482
129 86.86737224913068 -0.5108776016114556
130 86.96465672595144 -0.5091150881483504
131 87.06194120277222 -0.5073525741957114
132 87.15922567959298 -0.5055900597519072
133 87.25651015641374 -0.5038275448175433
134 87.3537946332345 -0.5020650293919227
135 87.45107911005528 -0.5003025134748338
136 87.54836358687604 -0.4985399970674882
137 87.6456480636968 -0.49677748016811574
138 87.74293254051756 -0.49501496277678747
139 87.84021701733832 -0.49325244489413045
