lat lon elevation
16.17075247829586 111.56929942656596 -1.0402802
16.170752482213693 111.56929933484193 -1.4726402
16.170765329018398 111.56929814098808 -1.0279363
16.170771757111396 111.5692974376725 -1.3074527
16.170784602235262 111.56929627560947 -0.7148551
16.170797455016107 111.56929491454747 -1.0618889
16.170797462434845 111.5692947408689 -1.880559
16.170803877060276 111.56929432816804 -0.7922135
16.170816729285317 111.56929294934503 -1.2254236
16.17083599927736 111.56929103640113 -1.146372
16.170861682217435 111.56928858402053 -0.5853303
16.170868105183533 111.56928792103339 -0.6809859
16.17088736889657 111.56928601778257 -0.56656146
16.17089378965277 111.5692853825172 -0.53330123
16.17090021195744 111.56928470483214 -0.70043993
16.170913051579586 111.56928344742435 -0.574292
16.17092588958691 111.56928220234161 -0.39184874
16.17092589799545 111.56928200551481 -1.319636
16.170932312506512 111.5692814784234 -0.7791697
16.170945147445067 111.56928026759816 -0.4379271
16.170945154568876 111.56928010084707 -1.2239461
16.17097082265492 111.56927763729777 -0.7445784
16.170977229002506 111.56927725410789 0.4709778
16.170990081686675 111.56927550844725 -1.7158277
16.170990069570095 111.56927579205737 -0.37896565
16.170996488735646 111.56927508775125 -0.6784682
16.17099648976857 111.56927506357417 -0.79243255
16.170996490895803 111.56927503718943 -0.91680324
16.171002910285736 111.56927432049366 -1.2751776
16.171002915996887 111.5692741868153 -1.9053016
16.17102856704518 111.56927186812744 -0.7599473
16.17103498476074 111.56927115414506 -1.1078985
16.1710478190912 111.56926972955551 -1.7893194
16.171086285179854 111.56926607025493 -0.94996643
16.171105516812776 111.56926422449285 -0.6115943
16.17110551897303 111.56926417393197 -0.84992564
16.171105519700205 111.56926415691227 -0.93015224
16.17111194647928 111.56926313845801 -2.719058
16.171156793213186 111.56925905699252 -0.88912106
16.17115678343264 111.56925928590148 0.1899001
16.17117601598483 111.56925713004189 -0.94977754
16.17117602082202 111.56925701683065 -1.4834281
16.171246467321907 111.56925015092824 -0.80226606
16.171470573226586 111.56922251043002 -26.312805
16.171483333425847 111.56922163572811 -24.465097
16.17148977399274 111.56921979607809 -30.15145
16.171509241908836 111.56921746160072 -31.743237
16.171528335413843 111.56921586561303 -30.404322
