lat lon elevation
16.205963941378787 111.57832934755625 -7.7133
16.205951119505045 111.5783280665418 -8.240376
16.205944700725734 111.57832742233036 -8.195554
16.2059318629484 111.57832613438028 -8.109342
16.20589971883434 111.57832289099758 -5.817083
16.205899792164892 111.57832292880002 -8.79969
16.205893341592063 111.57832226992666 -7.511002
16.205867684878932 111.57831971054249 -8.232542
16.205835587633086 111.57831650210709 -8.156692
16.205816335028675 111.57831458219677 -8.381575
16.2058099158018 111.57831394173034 -8.395038
16.205797081001595 111.5783126632049 -8.577781
16.205777811102692 111.57831073774452 -8.164338
16.205777815480648 111.57831073997639 -8.339953
16.205752134338752 111.57830818093622 -8.27358
16.20573286823907 111.57830626150466 -8.108505
16.205707179716416 111.57830370357075 -7.8201737
16.205707199618047 111.57830371371716 -8.618514
16.205687898257185 111.57830177827499 -6.9323454
16.20568792015583 111.57830178986197 -7.851964
16.20567509317865 111.5783005215037 -8.407144
16.205662186351056 111.57829921305633 -5.7642593
16.20564934324413 111.57829793855487 -5.764504
16.205617260279617 111.57829476632988 -6.655294
16.20561724595867 111.57829475902807 -6.0808034
16.205610803672034 111.578294112025 -5.2405186
16.2055787327476 111.57829095090665 -6.6953964
16.20557231177272 111.5782903156637 -6.717511
16.205553048300406 111.57828841051902 -6.7678437
16.205553035792704 111.57828840414135 -6.2660823
16.205546603725676 111.57828776383734 -5.8496385
16.20554019766672 111.57828713651783 -6.436293
16.20553375350006 111.5782864906921 -5.571705
16.205135373211014 111.57824745084102 -5.736226
16.205135403858762 111.57824746647579 -6.9658837
16.205122569200753 111.57824622290735 -7.658463
16.20510325323552 111.57824432362976 -5.9774814
16.205090427490475 111.57824308345255 -6.8802238
16.205071138253217 111.57824119801688 -6.2453485
16.205058290563244 111.57823994656343 -6.232774
16.205058268942203 111.57823993553252 -5.3652644
16.205051875086507 111.57823932462684 -6.512366
16.205045449091074 111.57823869686878 -6.323723
16.205032602790357 111.5782374456463 -6.304587
16.205013343843138 111.57823557365708 -6.6364193
16.205013333387583 111.57823556832243 -6.2169013
16.20501334023091 111.57823557181405 -6.4914827
16.204987620665317 111.57823305387579 -5.175
16.20496193959452 111.57823055417995 -5.2602253
16.204955501268802 111.57822991941258 -4.4959946
16.204942687196606 111.57822868230079 -5.527564
16.20492984728382 111.57822743198378 -5.5231395
16.20492342690811 111.5782268062521 -5.470626
16.204904120649047 111.57822490495559 -3.4056475
16.20488492384403 111.57822305884271 -5.682039
16.204865644959508 111.57822116971614 -4.5739837
16.20485283330644 111.57821993053088 -5.4263515
16.204839991001244 111.57821867515548 -5.0068827
16.204833565208762 111.57821804488883 -4.5950823
16.204827151265405 111.57821741975818 -4.574012
16.204827174940224 111.57821743184029 -5.5239873
16.204820737609396 111.57821679500097 -4.589418
16.20480150639927 111.57821492599638 -5.077128
16.204788671260644 111.57821367191015 -4.772286
