filename beam SNR SSH acmx acmz krra krrg latmin lonmin latmax lonmax
ATL03_20210214031837_07961007_005_01.h5 1r 0.742 3.864 0.5 0.7 0.001 0.0001 16.810002451823873 112.35187759582854 16.83799855901515 112.35466442554323
lat lon elevation confidence
16.837997818755333 112.35466825995549 1.807624340057373 high
16.837997816249764 112.35466827284286 1.8940179347991943 high
16.837997814675973 112.35466828093764 1.9482831954956055 high
16.837991444318394 112.35466769957497 2.303595542907715 high
16.837985103622838 112.35466696738314 1.646650791168213 high
16.837985096651273 112.35466700324106 1.8870333433151245 high
16.837978734404835 112.3546663836081 1.9835307598114014 high
16.837978738225477 112.35466636395691 1.8517941236495972 high
16.837972375099174 112.35466575053833 1.9888408184051514 high
16.837966022516778 112.35466508455312 1.7723968029022217 high
16.83796601635899 112.3546651162251 1.9847180843353271 high
16.83795965475897 112.35466450322946 2.1217868328094482 high
16.837946936893193 112.354663239725 2.143146514892578 high
16.837946931746483 112.35466326619633 2.320604085922241 high
16.837940581766674 112.3546625932433 2.0531957149505615 high
16.83794058871568 112.35466255750231 1.8135966062545776 high
16.837940573603824 112.35466263522747 2.3346478939056396 high
16.837934231398865 112.3546619238295 1.8084845542907715 high
16.83791514420468 112.35466011519195 2.4057793617248535 high
16.837915161812113 112.3546600246325 1.7986891269683838 high
16.83790880250056 112.35465940714431 1.8980964422225952 high
16.837902446080943 112.35465877620092 1.9063431024551392 high
16.83789608891339 112.35465814553278 1.9161205291748047 high
16.83789608516409 112.35465816481617 2.0453922748565674 high
16.83788973839914 112.35465748697916 1.737396240234375 high
16.8378579615148 112.35465434385237 1.832826018333435 high
16.837857956646104 112.35465436889245 2.000689744949341 high
16.837800776923224 112.35464869013636 1.9786573648452759 high
16.837800783526735 112.3546486561752 1.7509875297546387 high
16.837794418143087 112.35464809151786 2.1894638538360596 high
16.837705500080148 112.35463926426543 2.0791869163513184 high
16.83769914697824 112.3546386528588 2.1946427822113037 high
16.83769279914114 112.35463800996493 2.0991578102111816 high
16.837667400679372 112.3546354749428 1.9583595991134644 high
16.837661050887302 112.3546348493921 1.9763191938400269 high
16.83766104337996 112.354634887998 2.2351293563842773 high
16.837654711044635 112.35463416810241 1.6208428144454956 high
16.83764836208264 112.35463353406526 1.5817618370056152 high
16.837629303967493 112.35463170109834 1.924735426902771 high
16.837610248441653 112.35462984752006 2.127809524536133 high
16.837603907555874 112.35462917865011 1.852324366569519 high
16.83758485567311 112.35462730321737 1.9062422513961792 high
16.837546760664424 112.35462352304354 1.810074806213379 high
16.837527717067736 112.3546216093499 1.601982831954956 high
16.83732455563778 112.35460112389731 -1.0906051397323608 high
16.837299146711032 112.35459857601282 -1.3270703554153442 high
16.837292777582313 112.35459802322556 -0.8209601640701294 high
16.83726737103232 112.35459544050828 -1.2837327718734741 high
16.837254655248362 112.3545942064699 -1.1284898519515991 high
16.837248291922748 112.35459361550562 -0.8755601048469543 high
16.83723558959589 112.35459230465284 -1.2327044010162354 high
16.83721652677489 112.35459037632857 -1.5105245113372803 high
16.83721651907087 112.35459041593438 -1.2450025081634521 high
16.837210165699688 112.35458977072486 -1.353603482246399 high
16.837210163032086 112.35458978443874 -1.2616639137268066 high
16.837197447228608 112.35458853633371 -1.193695068359375 high
16.837197452276342 112.3545885103839 -1.3676657676696777 high
16.837191088775842 112.35458790797207 -1.1872057914733887 high
16.83718472705618 112.3545872949246 -1.0775257349014282 high
16.837178376533696 112.35458662281279 -1.363289475440979 high
16.837178374820546 112.3545866316198 -1.3042463064193726 high
16.837172013690928 112.35458601251477 -1.2341049909591675 high
16.83717202548767 112.35458595187008 -1.6406753063201904 high
16.8371656546582 112.35458538108664 -1.246030330657959 high
16.83715929740047 112.3545847389694 -1.32905912399292 high
16.83714657664755 112.35458348202593 -1.310445785522461 high
16.837146577536412 112.35458347745654 -1.3410797119140625 high
16.837140219655765 112.3545828337267 -1.433194875717163 high
16.837140220168685 112.35458283108993 -1.4508721828460693 high
16.83714021235831 112.35458287124077 -1.181694746017456 high
16.83713385642345 112.35458221586292 -1.3513085842132568 high
16.83711477211958 112.35458032944427 -1.3227287530899048 high
16.83710204800429 112.35457906096411 -1.3723064661026 high
16.83710204610422 112.35457907073163 -1.3068233728408813 high
16.837089321376663 112.35457780372546 -1.3446712493896484 high
16.83708931935761 112.35457781410454 -1.2750879526138306 high
16.837070235725786 112.35457588723727 -1.5042847394943237 high
16.837070231595774 112.35457590846772 -1.3619519472122192 high
16.837063868144227 112.35457527235722 -1.395379900932312 high
16.83706387391546 112.35457524269016 -1.594273328781128 high
16.83705751559645 112.35457457832342 -1.8164560794830322 high
16.837057510349453 112.35457460529558 -1.6356295347213745 high
16.8370511440844 112.35457397988507 -1.5959550142288208 high
16.83703841562804 112.35457270238173 -1.6934022903442383 high
16.837032046858493 112.35457208406946 -1.6040400266647339 high
16.83701931364519 112.35457081931264 -1.6117769479751587 high
16.83701293612003 112.35457024007822 -1.258273959159851 high
16.837012945168166 112.3545701935673 -1.5700929164886475 high
16.837006576268323 112.35456956798583 -1.5265804529190063 high
16.8370065873066 112.35456951124499 -1.9069831371307373 high
16.836987480316633 112.35456763869223 -1.7458070516586304 high
16.836981105270578 112.35456703650608 -1.5424747467041016 high
16.83697473560306 112.35456640458358 -1.537745475769043 high
16.836949253865896 112.35456387146684 -1.5475544929504395 high
16.83694925489946 112.35456386615407 -1.5831726789474487 high
16.83694288266383 112.35456323676227 -1.5576263666152954 high
16.83693013859432 112.35456196936661 -1.5619176626205444 high
16.836923763539406 112.35456134750461 -1.4834561347961426 high
16.836923765664626 112.3545613365806 -1.556693434715271 high
16.836923762348672 112.35456135362524 -1.4424219131469727 high
16.836917391858538 112.35456070646723 -1.5328282117843628 high
16.836917390897337 112.35456071140796 -1.4997042417526245 high
16.836917392654144 112.35456070237764 -1.5602457523345947 high
16.83689840575321 112.35455894773047 -1.8298234939575195 high
16.836885631302195 112.35455770237412 -1.5148130655288696 high
16.836879244429827 112.35455706692834 -1.4406636953353882 high
16.836872860137472 112.35455642088972 -1.4373477697372437 high
16.83685370684063 112.35455447601181 -1.468546748161316 high
16.836853707160916 112.3545544743655 -1.4795840978622437 high
16.83684732207759 112.35455382312091 -1.5079963207244873 high
16.836840933530162 112.35455318736379 -1.4318187236785889 high
16.836834553750467 112.35455250422254 -1.672575831413269 high
16.8368345531667 112.35455250722312 -1.6524590253829956 high
16.83683454696076 112.35455253912174 -1.4386013746261597 high
16.836834555409723 112.35455249569398 -1.729753851890564 high
16.836828168407592 112.35455184237027 -1.7692312002182007 high
16.83682816210572 112.35455187476195 -1.5520679950714111 high
16.83682177968518 112.35455120554968 -1.6986478567123413 high
16.83682177930992 112.35455120747848 -1.6857165098190308 high
16.836815392015048 112.35455055601584 -1.7119534015655518 high
16.836815392496863 112.35455055353928 -1.7285568714141846 high
16.836815386651793 112.35455058358295 -1.5271353721618652 high
16.836802618241556 112.3545492419521 -1.837070107460022 high
16.836802611571052 112.3545492762384 -1.6072044372558594 high
16.836802616878725 112.35454924895706 -1.7901067733764648 high
16.836796227275045 112.35454860242126 -1.7813102006912231 high
16.836789836404357 112.35454796008723 -1.7437067031860352 high
16.836777054044042 112.35454667167558 -1.691748023033142 high
16.836777059941088 112.35454664136493 -1.894959568977356 high
16.8367770544514 112.35454666958178 -1.7057853937149048 high
16.836770665288267 112.35454602153335 -1.7059688568115234 high
16.836770666270493 112.35454601648478 -1.7398160696029663 high
16.836764273508088 112.35454537964301 -1.6636438369750977 high
16.836751503528838 112.35454400379872 -2.1925811767578125 high
16.83673231798895 112.35454208803476 -1.9907898902893066 high
16.836725917666424 112.35454147629235 -1.743217945098877 high
16.83671952136904 112.35454083658433 -1.6820218563079834 high
16.83670674177368 112.35453948351817 -2.052067756652832 high
16.8367067414415 112.35453947985042 -2.075982093811035 high
16.836706744050737 112.35453946643909 -2.165895700454712 high
16.836706727906186 112.35453955479612 -1.5741980075836182 high
16.836706731543636 112.35453953609986 -1.6995434761047363 high
16.836700338846473 112.3545388710603 -1.8068740367889404 high
16.836693942526487 112.354538222374 -1.8041644096374512 high
16.836693938127937 112.35453824498225 -1.6525914669036865 high
16.836687544441787 112.35453758049456 -1.7554326057434082 high
16.8366747480716 112.35453629099378 -1.6953668594360352 high
16.836668351728044 112.35453563340013 -1.750922679901123 high
16.83666194936319 112.35453500450983 -1.6137185096740723 high
16.836655550480607 112.35453435548028 -1.61122727394104 high
16.836642751016257 112.3545330594527 -1.591766595840454 high
16.836636354648384 112.35453239080624 -1.7199673652648926 high
16.8366363603117 112.3545323616973 -1.9151232242584229 high
16.836629963434046 112.35453169845046 -2.0075290203094482 high
16.836623561808175 112.35453105239608 -1.9837944507598877 high
16.836610752734323 112.35452978359353 -1.7794549465179443 high
16.836610750963743 112.35452979269417 -1.7184412479400635 high
16.836604358149994 112.35452908436369 -2.1103157997131348 high
16.836597951434097 112.3545284610491 -1.9340519905090332 high
16.83659795788215 112.35452842253153 -2.1916110515594482 high
16.836597952962133 112.35452845319514 -1.9867074489593506 high
16.83659154983983 112.35452780885187 -1.9512531757354736 high
16.836585147934986 112.3545271510728 -2.005096435546875 high
16.836585151319255 112.35452712830288 -2.157078266143799 high
16.836585151097157 112.35452712944439 -2.1494250297546387 high
16.836578745162182 112.35452649020915 -2.078829050064087 high
16.836578745241678 112.35452648980056 -2.0815682411193848 high
16.836578740938872 112.35452651729172 -1.8979337215423584 high
16.83657234032641 112.35452584315998 -2.0605201721191406 high
