lat lon elevation
16.93994205422618 112.33595606204351 1.9735514
16.939833026736107 112.33594518466374 2.2753565
16.939833029972934 112.3359452304253 2.4844184
16.939826619109407 112.33594459810061 2.546082
16.939826617198612 112.3359445710863 2.422667
16.939775226474634 112.33593952294657 2.525327
16.939768822856127 112.33593875899969 2.0503259
16.939762432115057 112.3359382006602 2.5165558
16.939679290798484 112.3359296044823 2.5458426
16.939672895620554 112.33592892822621 2.4857178
16.939672895334894 112.33592892418774 2.467268
16.939666481340478 112.33592799355968 1.2463149
16.93962813347015 112.33592417678553 2.0062318
16.939398033294616 112.33589948643943 -1.1765099
16.93938525826145 112.33589817095114 -1.0829178
16.93938525835618 112.33589817229043 -1.0767992
16.939372473959935 112.33589670636832 -1.6702737
16.939359702264063 112.33589540225336 -1.5244612
16.9393596954364 112.33589530572145 -1.9654666
16.939353294039115 112.33589444562502 -2.8423693
16.93931498977004 112.33589073767016 -1.4661564
16.939308601227857 112.33589005321282 -1.5403465
16.939302205411813 112.33588926519101 -2.0876844
16.939276662512594 112.33588666398136 -1.7612442
16.93926388554649 112.33588528870374 -1.9393986
16.9390531230869 112.3358633122235 -1.7600353
16.93876556541657 112.33583265389217 -5.701477
16.938765566096404 112.33583266350541 -5.6575594
16.938752785320435 112.33583137340113 -5.5424657
16.938605171105763 112.33580825896824 -42.33786
16.93847147423639 112.33580255593722 -5.842296
16.93837531961596 112.33579306528615 -5.844944
16.938368915763867 112.33579254083976 -5.3584223
16.938368919194414 112.33579258934996 -5.136803
16.938163229680328 112.33576587420187 -35.365223
16.938163224410754 112.33576579969208 -35.70562
16.938163216628293 112.33576568965093 -36.208344
16.93815680307986 112.33576507630522 -36.15181
16.93796489182833 112.33575373261607 -2.3991315
16.9379584627235 112.33575293752581 -3.1815894
16.93795205579112 112.33575241352541 -2.7269838
16.937945643197953 112.33575181028662 -2.6344364
16.937836593070475 112.3357411744926 -2.7950792
16.937830178031433 112.33574054141906 -2.8377507
16.93782376295347 112.33573990703015 -2.886277
16.93781734900316 112.33573928778979 -2.8654284
16.937778866383294 112.33573557036416 -2.7451797
16.937766035439772 112.33573427516272 -2.9593632
16.937766039991555 112.33573433951302 -2.6653686
16.93775964256388 112.33573394545691 -1.6136974
16.937721142707996 112.33572992785494 -2.8505306
16.937721144046765 112.33572994678146 -2.7640615
16.937714732495497 112.3357293316056 -2.7208147
16.937701896500137 112.3357279564543 -3.2934575
16.937701916689125 112.3357282274606 -2.0557766
16.937689080474446 112.33572682960752 -2.7310622
16.937676254848245 112.33572557605586 -2.7454617
16.93756084724924 112.3357143080976 -2.726006
16.93752879773012 112.33571120725087 -2.5549686
16.937515973591275 112.3357098927812 -2.820802
16.9375159791951 112.33570997199783 -2.458883
16.937374781869533 112.33569312806246 -16.09128
16.937310940257188 112.33568986447679 -2.09488
16.937298126016497 112.33568854719937 -2.3212695
16.937298129046003 112.33568859002277 -2.1256192
16.937285317824404 112.3356873063753 -2.194883
16.93715724349629 112.33567440435831 -2.9733572
16.93715725472927 112.33567456313882 -2.2479217
16.937144468498815 112.3356731978869 -2.5513546
16.937138078116153 112.33567255119361 -2.537717
16.936977790734534 112.33564851778277 -37.904354
16.936940008477148 112.3356522315548 -3.0203857
16.936927231683363 112.33565092049746 -3.0329938
16.93680584496503 112.3356383212007 -3.7330909
16.936799461711 112.33563773669404 -3.407608
16.936799453089996 112.33563761482452 -3.964407
16.936780296463247 112.33563576649355 -3.4197328
16.93678028476065 112.33563560106086 -4.175564
16.936773904232094 112.33563504334077 -3.7272482
16.936767517022894 112.33563437832284 -3.7694058
16.936761132418443 112.3356337773862 -3.5177083
16.93670304969495 112.33561973305484 -40.697754
16.93669668042108 112.3356193563477 -39.42034
16.936696673006686 112.33561925153292 -39.899216
16.936658898910892 112.33562313958065 -4.1470613
16.93664612489776 112.33562188767475 -3.8696728
16.936646117026786 112.33562177640412 -4.378048
16.936639732345537 112.33562119186654 -4.0499315
16.93660759150494 112.3356152441826 -16.229692
16.93660121431584 112.33561477382405 -15.380241
16.936594817771475 112.33561403134131 -15.774161
16.93655665811329 112.335612685662 -3.9356513
16.9365566652979 112.3356127872314 -3.4715989
16.936550276668335 112.33561212799906 -3.4874237
16.93637125941599 112.33559369388371 -3.887171
16.9363584667368 112.33559236738802 -3.9710045
16.936358465358108 112.3355923478968 -4.0600567
16.936345667834445 112.3355909643687 -4.4062257
16.936134485672167 112.33556941022118 -4.6133866
16.9361280677067 112.3355685497124 -5.5776277
16.936121678917488 112.33556807815778 -4.7663813
16.936089654700456 112.3355647553994 -5.125688
